Val,Freq
0.50000006,0
0.5005,2
0.50100005,5
0.50150007,4
0.50200003,3
0.50250006,7
0.503,2
0.50350004,2
0.50400007,4
0.50450003,5
0.50500005,2
0.5055,4
0.50600004,1
0.50650007,2
0.507,2
0.50750005,4
0.5080001,8
0.50850004,2
0.50900006,2
0.5095,1
0.51000005,5
0.5105001,2
0.51100004,3
0.51150006,4
0.512,1
0.51250005,6
0.5130001,4
0.51350003,2
0.51400006,5
0.5145,4
0.51500005,3
0.51550007,2
0.51600003,5
0.51650006,3
0.517,3
0.51750004,5
0.51800007,2
0.51850003,2
0.51900005,4
0.5195001,7
0.52000004,2
0.52050006,3
0.521,2
0.52150005,2
0.5220001,4
0.52250004,0
0.52300006,2
0.5235,2
0.52400005,2
0.5245001,2
0.52500004,3
0.52550006,4
0.526,6
0.52650005,5
0.52700007,3
0.52750003,6
0.52800006,0
0.5285,2
0.52900004,3
0.52950007,0
0.53000003,4
0.53050005,8
0.5310001,3
0.53150004,4
0.53200006,3
0.5325,2
0.53300005,1
0.5335001,1
0.53400004,8
0.53450006,4
0.535,5
0.53550005,3
0.5360001,3
0.53650004,1
0.53700006,1
0.5375,0
0.53800005,3
0.5385001,5
0.53900003,1
0.53950006,5
0.54,3
0.54050004,4
0.54100007,3
0.54150003,3
0.54200006,4
0.5425001,2
0.54300004,2
0.54350007,4
0.544,5
0.54450005,6
0.5450001,2
0.54550004,2
0.54600006,3
0.5465,1
0.54700005,1
0.5475001,1
0.54800004,5
0.54850006,2
0.549,2
0.54950005,4
0.5500001,1
0.55050004,3
0.55100006,3
0.5515,1
0.55200005,3
0.55250007,5
0.55300003,1
0.55350006,5
0.554,1
0.55450004,7
0.55500007,3
0.55550003,0
0.55600005,3
0.5565001,5
0.55700004,2
0.55750006,7
0.558,4
0.55850005,6
0.5590001,7
0.55950004,1
0.56000006,5
0.5605,2
0.56100005,4
0.5615001,7
0.56200004,3
0.56250006,6
0.563,1
0.56350005,3
0.56400007,2
0.56450003,5
0.56500006,5
0.5655,0
0.56600004,3
0.56650007,0
0.56700003,3
0.56750005,4
0.5680001,6
0.56850004,3
0.56900007,0
0.5695,3
0.57000005,3
0.5705001,3
0.57100004,1
0.57150006,2
0.572,2
0.57250005,6
0.5730001,4
0.57350004,6
0.57400006,2
0.5745,3
0.57500005,6
0.5755001,2
0.57600003,5
0.57650006,4
0.577,2
0.57750005,2
0.57800007,8
0.57850003,6
0.57900006,3
0.5795001,3
0.58000004,8
0.58050007,4
0.58100003,0
0.58150005,7
0.5820001,1
0.58250004,5
0.58300006,0
0.5835,3
0.58400005,7
0.5845001,2
0.58500004,6
0.58550006,1
0.586,0
0.58650005,6
0.5870001,4
0.58750004,0
0.58800006,1
0.5885,4
0.58900005,3
0.58950007,3
0.59000003,3
0.59050006,3
0.5910001,4
0.59150004,3
0.59200007,1
0.59250003,8
0.59300005,4
0.5935001,3
0.59400004,5
0.59450006,3
0.595,4
0.59550005,7
0.5960001,7
0.59650004,1
0.59700006,4
0.5975,3
0.59800005,2
0.5985001,1
0.59900004,2
0.59950006,5
0.6,2
0.60050005,7
0.6010001,2
0.60150003,4
0.60200006,4
0.6025001,7
0.60300004,5
0.60350007,1
0.60400003,4
0.60450006,2
0.6050001,5
0.60550004,2
0.60600007,3
0.6065,6
0.60700005,3
0.6075001,2
0.60800004,2
0.60850006,4
0.609,3
0.60950005,2
0.6100001,6
0.61050004,4
0.61100006,1
0.6115,1
0.61200005,3
0.6125001,3
0.61300004,7
0.61350006,1
0.6140001,5
0.61450005,7
0.61500007,3
0.61550003,0
0.61600006,5
0.6165001,7
0.61700004,6
0.61750007,5
0.61800003,3
0.61850005,2
0.6190001,4
0.61950004,3
0.62000006,2
0.6205,2
0.62100005,3
0.6215001,3
0.62200004,9
0.62250006,4
0.623,3
0.62350005,2
0.6240001,2
0.62450004,2
0.62500006,2
0.6255,0
0.62600005,7
0.62650007,1
0.62700003,3
0.62750006,5
0.6280001,6
0.62850004,4
0.62900007,5
0.62950003,2
0.63000005,3
0.6305001,1
0.63100004,1
0.63150007,3
0.632,6
0.63250005,4
0.6330001,3
0.63350004,3
0.63400006,1
0.6345,2
0.63500005,6
0.6355001,4
0.63600004,2
0.63650006,2
0.637,1
0.63750005,4
0.6380001,3
0.63850003,4
0.63900006,2
0.6395001,3
0.64000005,4
0.64050007,5
0.64100003,3
0.64150006,5
0.6420001,7
0.64250004,4
0.64300007,1
0.64350003,2
0.64400005,4
0.6445001,7
0.64500004,4
0.64550006,4
0.646,2
0.64650005,3
0.6470001,3
0.64750004,5
0.64800006,1
0.6485,3
0.64900005,3
0.6495001,5
0.65000004,7
0.65050006,1
0.6510001,1
0.65150005,4
0.65200007,3
0.65250003,1
0.65300006,4
0.6535001,1
0.65400004,2
0.65450007,4
0.65500003,2
0.65550005,5
0.6560001,6
0.65650004,4
0.65700006,4
0.6575,0
0.65800005,2
0.6585001,5
0.65900004,1
0.65950006,3
0.66,4
0.66050005,1
0.6610001,5
0.66150004,4
0.66200006,4
0.6625001,3
0.66300005,2
0.6635001,4
0.66400003,3
0.66450006,1
0.6650001,0
0.66550004,2
0.66600007,2
0.66650003,3
0.66700006,4
0.6675001,4
0.66800004,5
0.66850007,2
0.669,7
0.66950005,5
0.6700001,4
0.67050004,2
0.67100006,4
0.6715,2
0.67200005,7
0.6725001,4
0.67300004,5
0.67350006,7
0.6740001,5
0.67450005,4
0.6750001,1
0.67550004,3
0.67600006,4
0.6765001,3
0.67700005,2
0.67750007,3
0.67800003,7
0.67850006,2
0.6790001,2
0.67950004,6
0.68000007,1
0.68050003,8
0.68100005,5
0.6815001,4
0.68200004,2
0.68250006,2
0.683,2
0.68350005,6
0.6840001,1
0.68450004,2
0.68500006,3
0.6855001,4
0.68600005,3
0.6865001,4
0.68700004,1
0.68750006,5
0.6880001,6
0.68850005,2
0.68900007,2
0.68950003,3
0.69000006,4
0.6905001,2
0.69100004,1
0.69150007,7
0.69200003,7
0.69250005,2
0.6930001,3
0.69350004,2
0.69400007,2
0.6945,4
0.69500005,4
0.6955001,6
0.69600004,0
0.69650006,5
0.697,3
0.69750005,7
0.6980001,2
0.69850004,3
0.69900006,1
0.6995001,4
0.70000005,5
0.7005001,2
0.70100003,3
0.70150006,1
0.7020001,6
0.70250005,6
0.70300007,3
0.70350003,4
0.70400006,0
0.7045001,2
0.70500004,1
0.70550007,1
0.70600003,0
0.70650005,3
0.7070001,4
0.70750004,4
0.70800006,3
0.7085,0
0.70900005,5
0.7095001,2
0.71000004,4
0.71050006,4
0.7110001,3
0.71150005,3
0.7120001,7
0.71250004,2
0.71300006,5
0.7135001,4
0.71400005,4
0.71450007,2
0.71500003,5
0.71550006,5
0.7160001,3
0.71650004,4
0.71700007,2
0.71750003,4
0.71800005,6
0.7185001,2
0.71900004,4
0.71950006,5
0.72,1
0.72050005,5
0.7210001,5
0.72150004,4
0.72200006,6
0.7225001,3
0.72300005,2
0.7235001,4
0.72400004,3
0.72450006,3
0.7250001,5
0.72550005,3
0.7260001,6
0.72650003,6
0.72700006,3
0.7275001,5
0.72800004,2
0.72850007,7
0.72900003,3
0.72950006,4
0.7300001,4
0.73050004,2
0.73100007,5
0.7315,2
0.73200005,5
0.7325001,5
0.73300004,2
0.73350006,2
0.7340001,4
0.73450005,4
0.7350001,1
0.73550004,3
0.73600006,3
0.7365001,3
0.73700005,4
0.7375001,2
0.73800004,8
0.73850006,4
0.7390001,0
0.73950005,3
0.74000007,6
0.74050003,5
0.74100006,5
0.7415001,4
0.74200004,2
0.74250007,5
0.74300003,1
0.74350005,2
0.7440001,4
0.74450004,4
0.74500006,2
0.7455001,5
0.74600005,7
0.7465001,3
0.74700004,5
0.74750006,3
0.7480001,3
0.74850005,1
0.7490001,5
0.74950004,6
0.75000006,4
0.7505001,2
0.75100005,6
0.75150007,6
0.75200003,3
0.75250006,2
0.7530001,5
0.75350004,3
0.75400007,5
0.75450003,1
0.75500005,5
0.7555001,1
0.75600004,2
0.75650007,3
0.7570001,3
0.75750005,7
0.7580001,4
0.75850004,2
0.75900006,3
0.7595001,3
0.76000005,2
0.7605001,1
0.76100004,5
0.76150006,3
0.7620001,4
0.76250005,4
0.7630001,2
0.76350003,3
0.76400006,3
0.7645001,2
0.76500005,4
0.76550007,2
0.76600003,3
0.76650006,4
0.7670001,1
0.76750004,3
0.76800007,4
0.76850003,3
0.76900005,6
0.7695001,4
0.77000004,5
0.77050006,3
0.7710001,2
0.77150005,4
0.7720001,1
0.77250004,8
0.77300006,2
0.7735001,0
0.77400005,3
0.7745001,4
0.77500004,5
0.77550006,6
0.7760001,2
0.77650005,4
0.77700007,3
0.77750003,3
0.77800006,5
0.7785001,8
0.77900004,5
0.77950007,3
0.78000003,3
0.78050005,3
0.7810001,4
0.78150004,2
0.78200006,4
0.7825001,4
0.78300005,3
0.7835001,7
0.78400004,4
0.78450006,2
0.7850001,4
0.78550005,4
0.7860001,7
0.78650004,2
0.78700006,9
0.7875001,7
0.78800005,3
0.7885001,3
0.78900003,3
0.78950006,3
0.7900001,3
0.79050004,4
0.79100007,6
0.79150003,5
0.79200006,4
0.7925001,1
0.79300004,5
0.79350007,3
0.7940001,3
0.79450005,2
0.7950001,5
0.79550004,3
0.79600006,4
0.7965001,5
0.79700005,4
0.7975001,2
0.79800004,5
0.79850006,5
0.7990001,5
0.79950005,3
0.8000001,7
0.80050004,7
0.80100006,4
0.8015001,4
0.80200005,4
0.80250007,4
0.80300003,2
0.80350006,7
0.8040001,2
0.80450004,7
0.80500007,5
0.8055001,6
0.80600005,5
0.8065001,1
0.80700004,1
0.80750006,8
0.8080001,5
0.80850005,2
0.8090001,2
0.80950004,2
0.81000006,3
0.8105001,7
0.81100005,8
0.8115001,5
0.81200004,7
0.81250006,8
0.8130001,4
0.81350005,1
0.81400007,2
0.81450003,2
0.81500006,5
0.8155001,5
0.81600004,3
0.81650007,7
0.8170001,3
0.81750005,3
0.8180001,2
0.81850004,2
0.81900007,3
0.8195001,6
0.82000005,0
0.8205001,3
0.82100004,2
0.82150006,8
0.8220001,3
0.82250005,3
0.8230001,7
0.82350004,2
0.82400006,6
0.8245001,9
0.82500005,7
0.8255001,4
0.82600003,5
0.82650006,4
0.8270001,4
0.82750005,9
0.82800007,5
0.8285001,5
0.82900006,4
0.8295001,5
0.83000004,5
0.83050007,3
0.8310001,4
0.83150005,6
0.8320001,6
0.83250004,3
0.83300006,3
0.8335001,3
0.83400005,2
0.8345001,4
0.83500004,3
0.83550006,1
0.8360001,3
0.83650005,1
0.8370001,5
0.83750004,0
0.83800006,4
0.8385001,5
0.83900005,6
0.83950007,2
0.8400001,1
0.84050006,5
0.8410001,3
0.84150004,4
0.84200007,7
0.8425001,6
0.84300005,4
0.8435001,3
0.84400004,5
0.84450006,7
0.8450001,5
0.84550005,3
0.8460001,0
0.84650004,6
0.84700006,5
0.8475001,7
0.84800005,4
0.8485001,2
0.84900004,2
0.84950006,10
0.8500001,2
0.85050005,4
0.8510001,10
0.85150003,3
0.85200006,6
0.8525001,7
0.85300004,5
0.85350007,6
0.8540001,7
0.85450006,3
0.8550001,5
0.85550004,2
0.85600007,6
0.8565001,2
0.85700005,4
0.8575001,5
0.85800004,3
0.85850006,1
0.8590001,2
0.85950005,5
0.8600001,4
0.86050004,7
0.86100006,2
0.8615001,7
0.86200005,5
0.8625001,3
0.86300004,5
0.86350006,5
0.8640001,5
0.86450005,5
0.86500007,3
0.8655001,7
0.86600006,3
0.8665001,8
0.86700004,1
0.86750007,3
0.8680001,4
0.86850005,0
0.8690001,3
0.86950004,4
0.87000006,8
0.8705001,5
0.87100005,10
0.8715001,3
0.87200004,7
0.87250006,3
0.8730001,7
0.87350005,2
0.8740001,6
0.87450004,6
0.87500006,1
0.8755001,1
0.87600005,6
0.87650007,4
0.8770001,5
0.87750006,4
0.8780001,5
0.87850004,5
0.87900007,5
0.8795001,9
0.88000005,5
0.8805001,5
0.88100004,1
0.88150007,2
0.8820001,5
0.88250005,6
0.8830001,3
0.88350004,6
0.88400006,4
0.8845001,6
0.88500005,3
0.8855001,4
0.88600004,3
0.88650006,7
0.8870001,3
0.88750005,5
0.8880001,3
0.8885001,8
0.88900006,5
0.8895001,4
0.89000005,1
0.89050007,5
0.8910001,1
0.89150006,4
0.8920001,8
0.89250004,3
0.89300007,8
0.8935001,5
0.89400005,6
0.8945001,8
0.89500004,8
0.89550006,4
0.8960001,2
0.89650005,6
0.8970001,8
0.89750004,5
0.89800006,8
0.8985001,7
0.89900005,3
0.8995001,11
0.9000001,2
0.90050006,8
0.9010001,8
0.90150005,1
0.90200007,3
0.9025001,2
0.90300006,2
0.9035001,2
0.90400004,5
0.90450007,7
0.9050001,4
0.90550005,4
0.9060001,2
0.90650004,6
0.90700006,5
0.9075001,7
0.90800005,6
0.9085001,6
0.90900004,6
0.90950006,4
0.9100001,8
0.91050005,5
0.9110001,3
0.9115001,4
0.91200006,7
0.9125001,5
0.91300005,4
0.9135001,4
0.9140001,5
0.91450006,6
0.9150001,5
0.91550004,8
0.91600007,6
0.9165001,7
0.91700006,5
0.9175001,9
0.91800004,5
0.91850007,5
0.9190001,7
0.91950005,4
0.9200001,3
0.92050004,8
0.92100006,5
0.9215001,5
0.92200005,3
0.9225001,7
0.92300004,4
0.92350006,5
0.9240001,6
0.92450005,4
0.9250001,4
0.9255001,5
0.92600006,6
0.9265001,5
0.92700005,6
0.92750007,7
0.9280001,10
0.92850006,9
0.9290001,9
0.92950004,5
0.93000007,10
0.9305001,7
0.93100005,5
0.9315001,11
0.93200004,4
0.93250006,12
0.9330001,7
0.93350005,11
0.9340001,7
0.93450004,7
0.93500006,3
0.9355001,6
