Lambda,Val
3,0.001722330778580387
3,0.0030767272083250803
3,0.09519100827359488
3,0.143679561079186
3,0.028205314431563863
3,0.16249274923846074
3,0.03048040902944721
3,0.15620882836341735
4,0.11955744086926422
4,0.018364808102871583
4,0.1545613359961798
4,0.11267018887176543
4,0.1469831673303079
4,0.10463239538685568
4,0.05023190244376638
4,0.015412794408836042
4,0.023678006388196556
4,0.3817065655114268
4,0.3626840541097811
4,0.27833445741773727
4,0.07800841208617751
4,0.05633001688955494
4,0.07089529402680893
4,0.0003729843387683735
4,0.3130425184819127
4,0.05150720431616645
4,0.025852865547298827
4,0.04491460140264745
4,0.11258915880569857
4,0.18114185866658047
4,0.0265309235389897
4,0.043067952374985584
4,0.02235794795670032
4,0.153047725006849
4,0.00980740697808486
4,0.054355755931185155
4,0.05479868726075101
4,0.42210237818223695
4,0.43913807909143165
4,0.08256014789322916
4,0.07212035322873321
4,0.13456856901316752
4,0.017444847066034188
4,0.09807872573317919
4,0.008889162863504186
4,0.11534235057929355
4,0.06462416825772657
4,0.0036769328476271793
4,0.03211272123141353
4,0.04981181627390853
4,0.13456340559448984
4,0.05075470588751024
4,0.06368627224784046
4,0.003664262099052991
4,0.0849489088532001
4,0.0861449984271991
4,0.012804459893502578
4,0.2050213620821292
4,0.0006163414755768316
4,0.08683975545170587
4,0.23782480811747503
4,0.22382222491355716
4,0.15085381748648108
4,0.12746594810689205
4,0.0579908789552259
4,0.04769866075065259
4,0.1882089423900138
4,0.331123967906683
4,0.011267427763404711
4,0.06666968591593875
4,0.029017452172908798
4,0.12456726335875491
4,0.07687964186807937
4,0.09181689357468138
4,0.15658898978783167
4,0.1543037278362353
4,0.015703937218068436
4,0.0975201774617687
4,0.09622730749187189
4,0.06738664341377239
4,0.06744264984368833
4,0.11066757416835098
4,0.04886547117266887
4,0.16388097899856402
4,0.015622066902299298
4,0.03107253776265387
4,0.19338740216435557
4,0.10757127533760837
4,0.01951319778575623
4,0.07368884910685625
4,0.009886428308677014
4,0.032286842455774165
4,0.22873978493846112
4,0.2677659467301623
4,0.027605555781540593
4,0.00920648990013772
4,0.12280521976735087
4,0.001200694876471107
4,0.0004514266635022091
4,0.09486895276693437
4,0.053169273438593394
4,0.12672355201066518
4,0.01704548019409072
4,0.07271711780593965
4,0.021257287336081992
4,0.004526512666701941
4,0.5211216650510303
4,0.2746131602797928
5,0.021301452942626586
5,0.07217334519277731
5,0.14312508160532678
5,0.3786599150407606
5,0.041170967824800946
5,0.045655027557698055
5,0.08913408449521273
5,0.01876191745993825
5,0.06685666499456952
5,0.009088914575878944
5,0.08244962642068825
5,0.12272595910673752
5,0.06520420677239211
5,0.0721001259206853
5,0.039012050487625974
5,0.08040983789557674
5,0.003973230135154033
5,0.18465251575526484
5,0.024871663321427376
5,0.08901786304973472
5,0.03248891148858925
5,0.05037216715626691
5,0.20747156964609217
5,0.09856693946446868
5,0.024301318224491907
5,0.07952755958874662
5,0.17398922691304866
5,0.019781241475036654
5,0.05289969850817704
5,0.042739799917386995
5,0.15471963264177271
5,0.01777576073210864
5,0.18948301178962132
5,0.011515861178576527
5,0.02738288880895931
5,0.010260937177945992
5,0.02033742170978847
5,0.16938306408977827
5,0.028481222075591554
5,0.18266556816364163
5,0.02877954214318217
5,0.054048118417580136
5,0.025102944949405286
5,0.002492527428308145
5,0.04101497358405899
5,0.022073995189381464
5,0.04413446028400685
5,0.13610205528011146
5,0.06521320122483006
5,0.034962137606279566
5,0.006055846806771927
5,0.16718026827289517
5,0.011733558357416195
5,0.03275811297397192
5,0.04688472763270417
5,0.11375418108607412
5,0.01004169688183522
5,0.03472438521900093
5,0.05801723592068712
5,0.0012927546964166148
5,0.06747647783311549
5,0.007310621332131707
5,0.0792501114208167
5,0.014159965428792934
5,0.06412358788036684
5,0.03335605233313506
5,0.10566922437596418
5,0.045078599251730626
5,0.052182667510264326
5,0.0597291133694219
5,0.04211691438774704
5,0.1918313219318739
5,0.01223106859168463
5,0.01444548776640139
5,0.15164082492620196
5,0.05551360587088492
5,0.07718157053617312
5,0.0797425958053084
5,0.015039664899797267
5,0.10912247852886232
5,0.23880325216014517
5,0.0967613257874197
5,0.0007117163768268061
5,0.06964370175685367
5,0.008764777143939964
5,0.01301900443644945
5,0.09864738043307103
5,0.040895158965935804
5,0.12954788708391385
5,0.1272872277753218
5,0.0032294789175718783
5,0.05414127565677688
5,0.05530662282256976
5,0.018322065325259478
5,0.03166126227076705
5,0.0621018880606631
5,0.1392493703231039
5,0.042740056123638175
5,0.05686861749889051
5,0.013840460147465084
6,0.17666434762593167
6,0.016572812775678316
6,0.09565010258491032
6,0.18861050226947873
6,0.0750013967249358
6,0.10667252189823179
6,0.09470092591479867
6,0.0032098706834250202
6,0.02116228940731774
6,0.10379008171347202
6,0.07903671789661641
6,0.01132928095902269
6,0.0019694363708646374
6,0.011689703125282195
6,0.33622127321932943
6,0.013993121610720539
6,0.20663910645413208
6,0.2749622976736064
6,0.0344928962532693
6,0.03402851411517422
6,0.039469594543343
6,0.020055803969013433
6,0.014316331613371812
6,0.027400474264501925
6,0.031675483843946216
6,0.05489254039248855
6,0.0004024436838676192
6,0.060171286917882004
6,0.2324825249776112
6,0.07185456714138802
6,0.02243855372887987
6,0.006563470670660088
6,0.03116252719496107
6,0.0640689913818182
6,0.06456892283966137
6,0.016895695426941307
6,0.011567922830240157
6,0.3858742807710855
6,0.005223957203264987
6,0.03931307472654294
6,0.0017248954206079874
6,0.03554123123679403
6,0.08164269226861127
6,0.022566400923833673
6,0.14462146464461664
6,0.022722580258998846
6,0.12072016470283005
6,0.04655291930456525
6,0.09521894884314257
6,0.03268646638710931
6,0.06626693033746213
6,0.12227414577878833
6,0.0943690363247286
6,0.06478743429173332
6,0.009185208268760668
6,0.013510282872395378
6,0.056229778756670984
6,0.06620903361303031
6,0.033279028553345504
6,0.04540867864767578
6,0.07929232418387382
6,0.053610600066178495
6,0.014404595927722759
6,0.014843590421222
6,0.04919782464096598
6,0.12901389628997265
6,0.021750856986282225
6,0.08807722367223954
6,0.043140558474365036
6,0.17283838103809457
6,0.023521161608953508
6,0.021879570243819216
6,0.023465400568098826
6,0.06564857736476325
6,0.0722386152060762
6,0.026083459575333104
6,0.03544824617229316
6,0.013459112024015929
6,0.09535273384753902
6,0.06777617679237045
6,0.0072732560569156975
6,0.18681004669323498
6,0.0995581969582578
6,0.12622793675231053
6,0.0857293381546812
6,0.2980903949461854
6,0.20731757581215612
6,0.041174014202572606
6,0.17206728798558338
6,0.082667413064051
6,0.24388328284953728
6,0.15444452317888385
6,0.042786117114557896
6,0.002847181682934791
6,0.0910556811562529
6,0.05049835766784328
6,0.19558407885478232
6,0.020289576888752554
6,0.016559963615270075
6,0.01840473269090296
7,0.22467235253325946
7,0.018120020316448972
7,0.03566786119449693
7,0.00015324804666703678
7,0.08549836937253419
7,0.007947117455904876
7,0.052641548666234064
7,0.023161043093527435
7,0.04690644433771367
7,0.056170458810149364
7,0.061736621682831457
7,0.038228694123065496
7,0.008732851500001982
7,0.02108841738636338
7,0.104506464653117
7,0.0019033944902414023
7,0.15407777291437547
7,0.028377298494644796
7,0.07956734645235339
7,0.019048135314278132
7,0.10452424252239483
7,0.15922170402146468
7,0.03169553215992009
7,0.031373309573621236
7,0.07226524611231985
7,0.029928957475364264
7,0.05127892181702951
7,0.18566650907737456
7,0.09687547065371549
7,0.08877242521421377
7,0.03110598597537257
7,0.010026925165003182
7,0.09266648361622841
7,0.07158365968635974
7,0.04272985244345876
7,0.006464801511608607
7,0.08618262548979645
7,0.002891884022318801
7,0.017898440927789343
7,0.15130732623355372
7,0.02408405468275353
7,0.03443991111163761
7,0.03854617229402586
7,0.007261200888919705
7,0.020880984234432153
7,0.06908086886800632
7,0.08596201038164296
7,0.07897694674044516
7,0.12864846597235985
7,0.09130788108668239
7,0.00800656697346416
7,0.04964429560773851
7,0.09334822776367942
7,0.022171153086140132
7,0.26155850424643845
7,0.009877146315881515
7,0.02949011612135228
7,0.09043392277447192
7,0.07070142123183419
7,0.06321266169651024
7,0.11771835161254143
7,0.029147941748779684
7,0.20908788871979792
7,0.048907181275908394
7,0.036356347588854934
7,0.03245598413273017
7,0.0546167778256174
7,0.03761128255835411
7,0.08219113657676258
7,0.0530390003084694
7,0.1558706452128024
7,0.07389275108775903
7,0.0055948905335950015
7,0.012356645121076124
7,0.010058987257083504
7,0.017503102527057397
7,0.019004316423864052
7,0.029397648629820257
7,0.05718313287392685
7,0.07784141338958075
7,0.051907616436918394
7,0.08056167028767801
7,0.02137395472164778
7,0.12410136758424105
7,0.11230817293903717
7,0.06843934962793582
7,0.22323675819674185
7,0.0376377480245627
7,0.07605078950120804
7,0.007121317054354194
7,0.032924363733688775
7,0.045927176881927156
7,0.08549181003069359
7,0.030403600521685732
7,0.07700736134262418
7,0.11918223785779945
7,0.038595885693332166
7,0.08416433643714309
7,0.018098785760908637
7,0.02279635136786947
8,0.015640627340184093
8,0.01769064216508119
8,0.028606232883054666
8,0.02472165456647883
8,0.07260338133005124
8,0.03380846361354182
8,0.06609623669620697
8,0.022906522813238357
8,0.040254140754520294
8,0.01782442000053928
8,0.09715983333609632
8,0.05763601121435185
8,0.03308465790385698
8,0.04103287824710414
8,0.00791259042083104
8,0.025711078162392126
8,0.044394010095965435
8,0.058940862408326945
8,0.07825339256489486
8,0.0363051700607454
8,0.03297690354464628
8,0.06996505412991569
8,0.09463685194212476
8,0.008786661126074869
8,0.005010455118987729
8,0.053322531038807255
8,0.1013049613354318
8,0.00258810522928585
8,0.00560752708737578
8,0.09047703619089645
8,0.006615757429111692
8,0.04309101837354734
8,0.05402515429508281
8,0.009936287338256305
8,0.10587152189646935
8,0.003506596592777768
8,0.03697230199858474
8,0.03309490118536065
8,0.06591391931543035
8,0.05840119352928645
8,0.053391470096556766
8,0.06805438924213385
8,0.011716143406022209
8,0.20920351824379554
8,0.1453741429326656
8,0.014267701731103036
8,0.00834504374135312
8,0.05194500302409925
8,0.06364309126386447
8,0.019787406025039346
8,0.022757878599556323
8,0.012318806989259886
8,0.08328894398634448
8,0.03240583044394634
8,0.04208734796259801
8,0.11594839262769091
8,0.011230568768330583
8,0.035586168894372855
8,0.06297216338689815
8,0.01639446370386076
8,0.06510397844025485
8,0.03549809031183011
8,0.011315046690577603
8,0.005391610909487658
8,0.06613767885693032
8,0.014680407284094253
8,0.13890257268704898
8,0.0169618077916721
8,0.013257959239111624
8,0.06284842342052607
8,0.01668536856341695
8,0.051753379069683754
8,0.07874212278829484
8,0.2346849916822538
8,0.1652982496740965
8,0.14626090465099253
8,0.18882482308202828
8,0.025067414493081332
8,0.08263177316637522
8,0.015047970396019026
8,0.1098517480438145
8,0.11579151870933406
8,0.17980126282732747
8,0.023775345492331984
8,0.3272103991596747
8,0.03600219002862237
8,0.08611305077946355
8,0.027390205489013792
8,0.05711245161877525
8,0.12120833015983853
8,0.03155368565661123
8,0.006740914465837853
8,0.0707601457690967
8,0.052507160957173525
8,0.17662742525757955
8,0.11056946730125346
8,0.04454147926994417
8,0.04552488699670699
8,0.000438001027066797
8,0.006682424999270586
9,0.0028632231887660686
9,0.0345537378624937
9,0.03648467221938556
9,0.01993969317890246
9,0.31276727806928006
9,0.06558301497682967
9,0.04708632907660128
9,0.02081937393194834
9,0.003110227958060378
9,0.0022423760231110954
9,0.010983183795227492
9,0.036651306319718496
9,0.020668252844789937
9,0.0007591047733594295
9,0.016949020103240092
9,0.017075736697111127
9,0.04194417911150235
9,0.03326974795715012
9,0.10683603427934482
9,0.02251481565485223
9,0.1032473899154808
9,0.07077707387102011
9,0.0419154590555677
9,0.01026942486170734
9,0.04112006819143738
9,0.00624629040311355
9,0.23941291495063247
9,0.016600257656719394
9,0.0956928917952947
9,0.06560461857438121
9,0.031248484840323738
9,0.05328338986738179
9,0.10144529623526577
9,0.0696599196502306
9,0.0002821303027593016
9,0.02654539200385202
9,0.02174781740137735
9,0.014342469745654542
9,0.05426254003684909
9,0.030845519571832625
9,0.06172938848826173
9,0.05835096683066215
9,0.026665315744336098
9,0.08290186217360493
9,0.01026519880089892
9,0.06483993445210817
9,0.07585570130689542
9,0.002403805213577848
9,0.02056694157805754
9,0.0398021531067608
9,0.01176311258048269
9,0.0051769127119508365
9,0.02989421883956687
9,0.08872705550375516
9,0.11076473164978107
9,0.01725094454560651
9,0.06171852738753522
9,0.06095127381453916
9,0.04600174865358067
9,0.02097927995680648
9,0.036015614892360326
9,0.005345169533371202
9,0.006471006313651576
9,0.013787610747750619
9,0.0021931021334525456
9,0.021544239621642182
9,0.046188422576557635
9,0.0020626812479686276
9,0.012446477709962595
9,0.03433713189633628
9,0.0909100013374838
9,0.10135465530231863
9,0.0011394681607660576
9,0.0006212532153909572
9,0.04371568757074152
9,0.05269784661086351
9,0.01995701795180402
9,0.039163336199389734
9,0.016923679718721548
9,0.011853351464184377
9,0.02230508263365306
9,0.032715327317852656
9,0.018980075642788096
9,0.06214982221822664
9,0.03297308014036141
9,0.02450990174972202
9,0.01386226257081694
9,0.15196528251704494
9,0.03865086566250295
9,0.056294966449133094
9,0.07316544937453494
9,0.07283479515943843
9,0.014513628441121149
9,0.004819374504394311
9,0.04071365653785944
9,0.01117975594957331
9,0.0010289108249510865
9,0.1261352622988322
9,0.2335126283978876
9,0.058885713446049065
10,0.05700630268411292
10,0.007433123638829954
10,0.025852196702495632
10,0.005457160294845215
10,0.013443308785149252
10,0.08951284908200055
10,0.015578203477352805
10,0.09505388818708829
10,0.09018208939382444
10,0.0017865319631319484
10,0.048843457438120144
10,0.0347307320999019
10,0.07167609794384018
10,0.07232127881405426
10,0.026417825548527358
10,0.08786481520584179
10,0.09164151603932322
10,0.020537069611432264
10,0.07063526224805829
10,0.03350485117602605
10,0.013970357260715003
10,0.0023202164297395464
10,0.006009246765700399
10,0.030314759101444304
10,0.08644142261903275
10,0.0021264258482380886
10,0.059367788283425246
10,0.027507809079032514
10,0.24650161018055536
10,0.07574470429316041
10,0.03623976429572838
10,0.02744998100803825
10,0.07885020058418163
10,0.07077779517158726
10,0.01383199353566748
10,0.012127776243681655
10,0.1150534369312854
10,0.017577677582746448
10,0.03513398295695738
10,0.0653857711559244
10,0.018155447878329622
10,0.018443169258249157
10,0.04401755402908596
10,0.10031937600915826
10,0.05877478815476783
10,0.0311139855357333
10,0.06407618828091607
10,0.06935419881121205
10,0.03017048184364689
10,0.0019225324235127537
10,0.02747352640829584
10,0.06069468664429299
10,0.10200917352023661
10,0.029958220115458217
10,0.05695198014478718
10,0.02022399368794019
10,0.06676790477472766
10,0.0265333704210785
10,0.0637876205065756
10,0.03266501292299199
10,0.04585097543055635
10,0.023268181083290873
10,0.014942326796118718
10,0.019333193278489175
10,0.014823439346546733
10,0.003167793158507133
10,0.061844214956106626
10,0.03877634074664636
10,0.022204733415573854
10,0.04382753575944261
10,0.020596755210427493
10,0.02406259236521085
10,0.009630458618437785
10,0.010905166073447204
10,0.003072205278805506
10,0.05125099628829174
10,0.0034789641000424663
10,0.07929997496251932
10,0.07245328880115479
10,0.011069857643008538
10,0.041107063304672994
10,0.14483104881630304
10,0.00837135122581733
10,0.021991171337141232
10,0.012855106178628728
10,0.2478154569419221
10,0.04987931541127066
10,0.04950200355004239
10,0.019671752514926033
10,0.0473002123998681
10,0.06644384215138739
10,0.04807321024258744
10,0.018459551056183486
10,0.014130297198694903
10,0.04251844544654808
10,0.09339265803426408
10,0.015887708898159294
10,0.04226454553342001
10,0.017317990248518288
10,0.1336128378703474
11,0.04642919423685377
11,0.05400307775160369
11,0.10734344434596413
11,0.006209437509105727
11,0.01253086758756885
11,0.006254468193850174
11,0.012478742279125259
11,0.01986608235043331
11,0.005490473635089663
11,0.007491674790832765
11,0.026129624857012004
11,0.005364743166374834
11,0.03772172325935269
11,0.010840909375185346
11,0.03304387864938408
11,0.04693938499455725
11,0.07868156947861385
11,0.027093070400901084
11,0.014257555416034217
11,0.011611924128943657
11,0.027627410126658546
11,0.03867862555296133
11,0.0007371491685921445
11,0.009630022477733303
11,0.10785451915766647
11,0.08495925622688488
11,0.017406069817012166
11,0.02345649063231284
11,0.010223797240386008
11,0.03583184286453575
11,0.016346777851444866
11,0.0184899811041957
11,0.0363516670934059
11,0.11726985325041869
11,0.004435325654097885
11,0.08547199190483856
11,0.11742833467146546
11,0.010396613652467437
11,0.013948037883660457
11,0.08398681054995005
11,0.00842593116095213
11,0.007407796496238131
11,0.01428630945329189
11,0.05052640843160265
11,0.02858590888374398
11,0.03561425559404188
11,0.0438966879479265
11,0.0012776241568961564
11,0.01045097533444924
11,0.06447414210180534
11,0.003076295823280106
11,0.01637917865523783
11,0.04203975154944045
11,0.01125508240786552
11,0.10089476103651894
11,0.11477710974379923
11,0.003552305119609889
11,0.02039038235875033
11,0.028514773383000534
11,0.03152555436088616
11,0.16165157690607
11,0.055521887426112554
11,0.043319858337560496
11,0.01772135240327336
11,0.05828035722568195
11,0.18421906895232087
11,0.014813744922431394
11,0.034449558390683165
11,0.07065254188565664
11,0.025483412643369598
11,0.006575072913363795
11,0.026480638987066343
11,0.06770047665300774
11,0.018538407599109234
11,0.0565088755734588
11,0.006481675352797526
11,0.011013180709449696
11,0.021563112394507058
11,0.027682222762957006
11,0.010132165984706839
11,0.02003494274233118
11,0.015480019283849284
11,0.03234044744697203
11,0.07703563292281049
11,0.030645192870493335
11,0.14421022638393108
11,0.008256599946807091
11,0.04117297509299555
11,0.0023380692562443312
11,0.01576655078069902
11,0.06689420230434472
11,0.06890865703119861
11,0.04887027719433914
11,0.021248306336700332
11,0.05512209982549106
11,0.0250109712224597
11,0.007672137156810374
11,0.035699547712402815
11,0.004105389637615299
11,0.1051996099861396
12,0.0004677024669250605
12,0.07556230640097686
12,0.026187841855235403
12,0.05242399734524308
12,0.03824586062996269
12,0.027285244023808008
12,0.060720513014498156
12,0.012571513747694553
12,0.19297597088980997
12,0.00028520212071890533
12,0.026594820324524343
12,0.025496330557804012
12,0.000367853652559147
12,0.20545833952453071
12,0.01328475420825141
12,0.0028338143350487813
12,0.01346602520862643
12,0.024161045275991947
12,0.022286201376090924
12,0.06477249844585455
12,0.014300967717285014
12,0.00711294565812847
12,0.022958897515052156
12,0.0978663796868479
12,0.05298828327905452
12,0.01438295270834278
12,0.0024282637156723057
12,0.030172336503458807
12,0.021623912539677406
12,0.09420103681220936
12,0.07447875467638475
12,0.0024443476328648212
12,0.02198597086750036
12,0.0294137601526149
12,0.035190243273055304
12,0.014755781662991236
12,0.0005381451043760006
12,0.08031420192711877
12,0.05183833408930393
12,0.002917562122255851
12,0.0019415860083200032
12,0.00546153294846776
12,0.09753240547061558
12,0.06348223648952096
12,0.008813584034516478
12,0.025526076976797568
12,0.001035715717331437
12,0.009044769728073115
12,0.0479070811011553
12,0.001292107500690068
12,0.008621627724940231
12,0.02362780265691325
12,0.01428978494020802
12,0.002685668153352002
12,0.019915282748136632
12,0.03212361834481504
12,0.05953468169626821
12,0.08187764325880285
12,0.002707801354899613
12,0.002152006362432397
12,0.06256988794005815
12,0.009375606380723853
12,0.08646362223629862
12,0.012929667320379397
12,0.010232486297001917
12,0.006020594770363998
12,0.006729194587607953
12,0.05045264420991893
12,0.021796591699011703
12,0.056162773263175265
12,0.03863839649506793
12,0.0067613533923527695
12,0.019708880298415422
12,0.02415982823389094
12,0.017342827191734207
12,0.012840927549547097
12,0.0037868333322390486
12,0.00808503790063004
12,0.0003809339942629114
12,0.036489705781956455
12,0.03489600134106593
12,0.011990026808749353
12,0.09790777498972408
12,0.04613034352249259
12,0.014601132116833178
12,0.022428996483298283
12,0.006459049899896543
12,0.08149872816082383
12,0.05182334127711014
12,0.01353055124189532
12,0.025777012748965374
12,0.056443527262225464
12,0.027580162633446575
12,0.020827629869718332
12,0.06722966485860309
12,0.02731242731039329
12,0.002416117617894437
12,0.02076460647843383
12,0.02866310253186201
12,0.011924101040411477
13,0.06700616657557273
13,0.040549480430491974
13,0.0045214139317284584
13,0.02225649647543331
13,0.01494595217127639
13,0.007518063994029744
13,0.009599337784515827
13,0.02164995340969063
13,0.09993182450846291
13,0.030887813526967102
13,0.041415353558632344
13,0.04710348991778267
13,0.10176199061680467
13,0.004660711068761091
13,0.007465565234867647
13,0.021154540697143547
13,0.07018370214228785
13,0.043866860307760366
13,0.00365201264341145
13,0.024126775004428135
13,0.014923290349585906
13,0.016629045069091943
13,0.030177540912752356
13,0.004266088309453429
13,0.0021414485177049473
13,0.01929126345298187
13,0.05577007428804111
13,0.031332438605424034
13,0.0007982151318365225
13,0.01817395135839333
13,0.04651369300047804
13,0.036512335198548455
13,0.021973707977946177
13,0.028754660742670343
13,0.06591942646219365
13,0.004432374050567641
13,0.0042629989044877265
13,0.013562413468460495
13,0.024028021809464704
13,0.00007806781249452002
13,0.013754117779277115
13,0.046969818073185385
13,0.010663636911362897
13,0.04931067149934721
13,0.009326547171077669
13,0.030975104606264372
13,0.0050394969951241065
13,0.006834383628327046
13,0.05261099545617755
13,0.026385648349570703
13,0.015085003025651371
13,0.07899908824827372
13,0.02388487500393086
13,0.02810136279303442
13,0.16464067366878446
13,0.011216733355542187
13,0.00784065284104923
13,0.03761635298044929
13,0.07475453003259286
13,0.04711547947228575
13,0.029804888025318225
13,0.07014857077847268
13,0.0018513290381798088
13,0.00009134727268195234
13,0.016146129945171884
13,0.005835507240284626
13,0.14812929094229058
13,0.023552538177228778
