Val1,Val2
1.5944638,0.22180676
0.036007404,0.11602734
0.79333633,0.7069782
0.31402883,0.14993617
0.24018052,0.26432914
0.20544705,0.4960077
1.1275661,1.0601133
0.33808485,0.51996106
0.18267657,0.26303566
0.758371,0.51943487
0.37804368,0.08837485
0.4402969,0.13773517
0.16975212,0.34017107
0.47547275,0.9903816
1.1568061,0.6692128
1.0061637,0.31753314
0.24647929,0.6378862
0.15870999,0.4172723
0.048546128,0.25029683
0.3760253,0.39581928
0.34245732,0.34807545
0.6795879,0.24401613
0.9388426,0.04585962
0.036000572,0.39014667
0.038059536,0.13808939
1.9301381,0.34941852
0.21689317,0.58392626
0.21701218,0.2527998
0.086278215,0.04875373
0.08795536,0.3583327
0.41202995,0.556197
0.38047212,0.983699
1.1298733,0.4428231
0.20671454,0.73211205
0.42961967,0.40636528
0.8138182,0.21382205
0.22193593,0.20898855
0.3997449,0.44673455
0.009299402,0.17861828
0.09088388,0.2706184
0.018416647,0.2089931
0.12315609,0.35831884
0.88113385,0.7736466
0.4595425,0.20903073
0.065290265,0.0077737304
0.30609387,1.0221503
0.71362305,0.099280536
1.5804868,0.97263056
0.16772605,0.3771463
0.11913873,0.6540968
0.59065694,0.3737433
0.5917522,0.11411672
0.38922405,0.019595115
0.20637512,0.9331619
0.26000533,0.79632664
0.05457883,0.42530236
1.2866694,0.35736328
0.15365337,0.23731853
0.13278039,0.3442097
0.52285874,0.23466831
0.26070723,0.48203397
0.20744847,0.013222622
0.87098676,0.09028344
1.7000339,0.8324113
0.67332363,0.22724086
0.09410531,0.18296114
0.9793929,0.61041
0.75595963,0.20521653
0.14767228,0.17797777
0.27884704,0.1420797
0.14246605,0.4179444
0.43594983,0.25470147
0.31845367,0.50918573
0.37562573,0.21594226
0.12466171,0.048542682
0.42403382,0.29437762
0.40401536,0.5068755
0.6294935,0.31995913
0.23226598,0.25540885
0.5098596,0.739526
0.3778411,0.7643834
0.12612098,0.78763
0.19630234,0.08557013
1.3079231,0.049532853
0.5323959,1.774738
0.033929992,0.59703845
0.05097762,0.7054055
1.1483821,0.19163501
0.82843727,0.3308236
0.5978916,0.18568991
0.051304184,0.070908874
1.2881161,0.7988828
0.5920048,0.17150484
0.8364531,0.3380831
0.08933628,0.013784998
0.51138854,2.5829036
0.31010306,0.23685548
0.72863364,0.95052075
0.0037140609,0.2879968
0.5036991,0.2797758
0.8869507,0.011357795
0.44670913,0.51670474
0.7408102,0.06747903
0.16731901,0.7883369
1.0977708,0.2723121
0.057794165,0.20986041
0.50018775,0.85270333
0.27611765,0.18370849
0.15793583,0.044870663
0.4799831,0.4724918
0.6847213,0.38960603
1.2966158,0.32619333
0.49863365,0.058427107
1.1616719,1.2556877
0.3629983,0.7748481
0.4458967,0.22881973
0.24327964,0.64779055
0.24454907,0.38927752
0.35694325,0.06134742
0.521556,0.6137151
0.3401118,0.70243406
0.25554362,0.20938101
1.5084623,0.20844314
0.14144161,0.22383621
0.11781278,0.08996182
0.9256006,0.18083376
0.2162344,0.19009337
1.0676789,0.7286291
0.384031,0.017292116
0.74084926,0.78559136
0.0867398,0.52762634
0.48140502,0.04718155
0.5218364,0.022900783
0.16999587,0.018787049
1.1807183,0.4242164
0.07152,0.31582412
0.22198564,0.7549257
0.089518845,1.0034268
0.6398714,0.19090614
0.15941294,0.0043430994
0.20267987,0.64222115
0.9262709,0.0020305235
1.2899117,0.032281633
0.23075208,0.45005947
0.31134033,0.021591317
0.46129435,0.5195641
0.011924119,0.8314035
0.43266422,0.351754
0.013780188,0.6310563
0.16420692,0.1966835
1.4769942,0.07649034
0.13002221,0.31840265
0.4438953,0.20111439
0.106535986,0.25893795
0.03137147,0.56977797
0.027581314,0.42291668
0.29584014,0.7700461
0.05618921,0.23902445
0.6366629,0.27069777
0.01404547,1.3192362
1.0175402,0.054800794
0.029540967,0.84588486
0.100334205,0.7003593
0.63627046,0.0994115
0.40629548,0.65993816
0.070653215,0.6098155
0.18805815,0.048423756
0.19126642,0.14465638
1.4578199,0.5929775
0.39280343,0.62304413
0.21001862,0.20429766
0.5891914,0.015163867
0.5736185,0.16304256
0.15188845,0.15666145
1.1741381,0.21116558
0.0993309,1.7934823
0.24764396,0.09124365
0.046528812,0.10788381
0.1586995,0.2996376
0.3165949,2.002952
0.0045093424,0.3240303
0.26381403,0.4695742
0.13393103,0.20836517
0.11919445,0.5296232
0.5416827,0.45357305
0.5616949,0.21867582
0.2749982,0.30710012
0.28521377,0.6415027
0.047076523,0.4110077
0.10912799,0.27858153
0.09857868,0.037090924
0.42625263,0.59636104
0.9901276,1.1860719
1.2390978,0.075338185
1.6214745,0.20487791
0.4356362,0.34287202
1.6123234,0.5355461
0.21415025,0.2315768
0.15052906,0.6029773
0.11066571,0.2955741
0.7469885,0.0014345597
0.02881471,0.05991579
0.117753305,0.097012304
0.27396685,0.57108235
0.04768868,0.21313156
0.26126376,0.23529583
0.5244116,0.4036788
0.42405272,0.01807066
0.113641694,0.048663672
0.081296206,0.37445533
0.20395276,0.27275786
0.69188255,0.3241555
0.22079775,0.7476499
0.081100225,0.12046235
0.26038492,1.6027125
0.35945508,0.810351
0.022702502,0.11777645
0.067549005,1.1854396
0.0811733,0.23890838
0.62165314,0.18896934
0.201054,0.12934901
0.2830218,0.006692187
0.17706399,0.37826934
0.30818123,0.43144462
0.49051517,0.5596066
0.4009969,0.587061
1.5832664,0.9533135
0.7132088,0.346585
0.22785231,0.1246069
0.5944605,0.5331507
0.49171966,0.87191045
0.18781374,1.2341682
0.06039542,0.8133075
0.35681894,0.21317276
0.08058942,0.54085183
0.2832305,1.3949816
0.12902775,0.0017579488
0.12921862,0.21675107
1.7581493,0.14305599
0.3073922,0.43660796
0.12501858,0.021390805
0.35135606,0.2536626
0.7929419,1.1630006
0.72195745,0.14497744
0.08549942,0.5129069
0.12080796,0.02049708
0.13994886,0.71164715
0.4515243,0.22019139
0.14215766,0.51253134
0.515763,0.46702647
0.46283072,0.81835085
0.083352916,0.28057888
1.4403094,0.03474637
0.30623612,1.0309414
0.15553539,0.58479387
1.6671778,0.030443469
0.8476359,0.076531716
0.5744371,0.022539753
1.6652725,2.0423696
0.40162635,0.028697055
0.25581592,0.12857586
0.059168465,0.57303315
0.90777665,0.13542995
0.09621808,0.1908058
0.37310365,0.2492442
0.06825564,0.35401648
0.12091665,0.29935995
0.16584076,0.3493359
0.41707003,0.9812531
0.20741934,0.040621184
0.65007424,0.498839
0.0636688,0.20487244
0.11363376,0.06035181
0.22653447,0.57396173
0.08570929,0.38401875
0.001284184,1.2378552
0.03318882,0.4944186
0.0015947561,0.005052841
0.5880451,0.014625538
0.39276594,0.14734665
1.1619232,0.07930341
1.3285512,0.30879316
0.12004214,0.05162236
2.103607,0.52880365
0.47587013,0.3549496
0.2637191,1.1942755
0.61874986,0.5662327
0.012282977,0.15000571
0.97256917,2.8440218
0.100212574,0.55038124
0.6336489,0.7249246
0.2703052,0.06324899
0.27822965,0.43750834
0.20320082,0.0678805
0.10560768,0.49458802
0.36111182,0.7773875
0.23310481,0.33008754
0.3587401,0.30835757
0.031933762,0.038635027
0.011467923,0.002376584
0.036678925,1.0649979
0.081345126,0.5595279
0.57994556,0.5498998
0.11270656,0.06615942
0.3642472,0.47549948
1.7094846,1.1289754
0.015378768,0.07835105
1.08021,1.6769632
0.70679104,0.15501033
1.0404961,0.2519854
0.59877175,0.23420739
0.031712685,0.28824496
0.06185407,0.24185075
0.22518854,0.0025545482
0.33417934,0.18909708
0.029206024,0.31873718
0.01790481,0.37550887
0.9577727,0.57421845
0.17382161,0.08346558
0.51607144,0.8432373
0.54821104,0.96229076
0.11035738,0.9053723
0.67596596,0.17610398
0.5470606,0.7671226
0.50715405,0.44754422
0.4466801,1.0375981
0.24678098,0.21078154
0.84392214,0.08225087
0.23075794,0.5402627
0.36694714,0.0142278
0.45416632,0.4074111
0.7110366,1.0113506
0.2985109,0.21042193
0.002936443,0.284919
0.14169638,0.87575245
1.6418071,0.020673696
0.8938886,1.6855359
0.15652516,0.16071223
0.15525523,0.56998676
0.39960063,0.40472713
0.008064692,1.1488185
0.04438837,0.073215276
0.014653971,0.0989226
0.05589852,0.6035401
0.5837751,1.6589123
0.35422108,0.67193055
0.2474755,0.3037333
0.36863738,0.38591164
0.31087223,0.0313555
0.146497,0.32237625
0.0063650254,0.35379434
0.6872564,0.13222055
0.34026623,0.6674751
0.5904489,0.72394943
0.5807508,0.35812616
0.023417616,0.9370836
0.5278432,0.4588862
0.003071828,1.2732308
0.16484421,0.11251499
0.061704345,0.5033984
0.11060242,0.4466105
0.17447107,0.07305261
0.123692855,0.4687444
0.21593484,0.04684354
0.60286355,0.30778876
0.4058815,0.6835571
0.07905714,0.9202167
0.008540028,0.104971215
0.03678189,0.06472974
0.45519218,0.8809245
0.00040704044,0.887347
0.5815616,0.16033427
0.01662364,0.043185595
0.04421018,0.3218398
0.12942003,0.4189133
0.06151924,0.83466834
0.15328552,0.24194178
0.13777839,1.3458179
0.5932271,0.30506822
0.31056067,0.7297377
0.082729675,0.29934555
1.0081227,0.120620474
0.028177964,0.1426472
0.8927401,0.027063057
0.30294734,0.30808824
1.0197015,0.36952698
1.2876452,0.89200974
0.0767233,0.14168805
0.17762178,0.48364085
0.11978415,0.5045835
0.5948737,1.0892448
0.24892004,0.3007649
2.225172,0.7716292
0.15147418,1.0516896
0.03513072,1.4434632
0.41941696,0.10411079
0.22560807,0.35985944
0.33515364,0.17585732
1.1242968,0.17197295
0.41335782,0.6059989
0.039041694,0.0960671
0.44214654,0.46492302
1.4569831,0.023003642
0.42104697,0.39601335
0.02459159,0.5590765
0.007750672,0.1942772
3.0375674,0.27925614
1.3121638,0.91381013
0.22156292,0.8422983
0.28695595,0.011229765
0.6901936,0.3632811
0.36409202,0.2319307
0.41981423,0.023306493
0.33264798,0.30989036
0.19257763,0.28206238
0.2405607,0.99808633
0.9314417,0.20038667
0.56310695,0.019584337
0.21391037,0.38248354
0.45755255,0.21220046
0.60300505,0.30151242
0.2880586,0.19792229
0.30120376,0.17355405
0.0904291,0.2843795
0.35347658,0.59740454
1.723663,0.029023247
0.3233107,0.3754757
0.32881337,0.25601056
0.4829206,0.18165529
0.11531669,0.1693454
0.55439425,1.869946
0.50810045,0.42419666
0.456299,0.29019028
2.0005386,0.8082577
0.6304513,0.016182339
0.74067795,0.67767155
0.666783,1.0746619
1.1131735,0.45516628
0.7579498,0.26333606
0.31590834,0.30704063
0.5677919,1.4482979
0.2460096,0.3701862
0.21382587,0.3941488
1.7003736,0.032696433
0.17881301,0.11430354
1.049801,0.078244194
0.55233353,0.012937654
0.15036435,0.31207156
0.012101861,0.5201088
0.09632127,0.13504852
0.3160832,0.2820269
0.007196946,0.6489361
0.4425404,0.17318587
2.3615115,0.2590963
0.0070004435,0.23789555
1.317453,1.1365097
0.99043375,0.19003439
0.062565066,0.12930037
0.1621451,0.63890094
0.27325627,0.72184855
0.37375823,0.0093950685
0.37475955,0.7975813
0.19065776,0.8810261
0.35544437,0.11683397
0.71131396,0.13211587
0.038376864,0.52303094
0.4740101,1.2154939
0.52962893,0.3220458
0.19771774,0.92844623
0.25559545,0.35323367
0.17616382,0.99656385
0.12555595,0.14501384
0.8505868,0.6893795
0.45207435,0.8591021
0.5198828,0.16962089
0.10685853,0.97841257
0.29501817,0.18782654
0.6484168,0.37862659
1.2220278,0.038828038
0.6221333,0.46767265
0.54745364,0.7282453
0.7793406,0.571478
0.10458486,0.44802004
0.7955315,0.01204485
0.67259884,0.24024501
0.2906226,0.5791922
0.05483953,0.16121702
0.029275745,0.30607724
0.031325452,0.54882133
0.2417675,0.16992772
0.11549939,0.10025366
0.41593754,1.2922235
0.10323037,0.83370024
0.10695534,0.49718022
0.9239656,0.2500295
0.009472262,0.08062676
1.6979605,0.32218188
0.090028666,1.0602167
0.38379243,0.10057177
0.42691433,0.11526579
0.21871269,0.97246313
0.04460825,0.03238769
0.13297814,0.5921636
0.13868277,0.13835825
1.3334615,0.36487368
0.7185405,0.9746862
0.3412365,0.37928867
0.28811708,0.309462
0.3563385,0.2630225
0.04474008,0.50058484
0.13913316,0.2540397
0.38177323,0.2501042
0.84883773,0.56615674
0.042003796,2.1982808
0.009324236,1.3664204
0.15458143,0.05647387
0.45222524,0.7822564
0.38793546,0.25852925
0.5558319,0.30506632
0.077556655,1.4104253
0.32924882,0.51565266
0.38684148,0.6270413
0.69287217,0.19645353
0.20488942,0.03755903
0.60407865,0.337973
0.42837185,0.50628376
0.3066937,0.13695179
0.09345567,0.13907635
2.1422126,0.29827332
0.2181845,0.39904824
0.60128117,0.59691834
0.17050639,1.3093215
0.260481,0.27468348
0.7027392,1.3400067
0.15994723,0.82035434
0.04506928,0.117717825
0.09167905,0.017507212
0.15041701,0.09494796
0.057479646,0.36476186
0.02388794,0.2281324
1.2727208,0.07252313
0.2178182,0.058253992
0.30944812,0.26234832
0.21249026,0.1372793
0.49909782,0.14359793
0.49801844,0.12751755
0.022818217,0.12978247
0.63860613,0.5726315
0.07075331,1.5756402
0.36571923,1.5416356
0.70211065,0.70403355
0.035568222,0.097061016
0.9239925,0.15009889
0.22997926,0.2572508
1.6773263,0.09720993
0.34580386,0.43147635
0.72179496,1.7625418
0.2290766,0.120047085
0.83688635,0.14587767
0.3298773,0.23214142
0.00941922,0.37165418
1.2578608,0.44816184
0.30276418,0.028337892
0.37906945,0.935834
1.2807902,0.5949015
0.07452334,0.028975151
0.84201664,0.7508061
0.6097717,0.17208189
0.6551944,0.26150042
0.3337166,0.07490245
0.0035390921,1.1684085
0.4404993,0.56910026
0.4753381,0.007994101
0.19045556,1.147035
0.38907805,0.07450809
0.4914715,0.31344855
1.0255468,0.19430926
0.05383612,0.28991523
0.10359272,0.3862301
0.17737652,0.63576096
0.10978985,0.20377597
0.21425791,0.5345989
1.0230147,0.15330286
1.144738,0.48197222
0.16084257,0.46006197
0.13021637,0.5062325
0.63625604,0.11981822
0.07990395,0.063725635
0.23464507,0.013503185
1.3399554,0.0050978353
0.09502704,0.014829861
0.8569853,0.009301227
0.094458744,0.39472318
0.18582344,0.06964685
0.07204523,0.37714142
0.1061167,0.4102132
0.28121424,0.15731059
0.26514697,0.5424605
0.114800826,0.86857057
0.19147605,0.8314086
0.69223946,2.2481472
0.9432527,0.44239223
2.114988,0.19197091
0.25013378,1.0402864
0.91605836,0.39448032
0.6960402,0.09209227
0.23085347,0.2919526
0.10416679,1.2596616
0.045494724,0.18598527
0.2605775,0.8265719
1.1350125,0.50675166
0.33813962,0.47474337
0.3437605,0.45295972
0.21399747,0.26163465
0.2698417,0.47025055
0.24253526,0.27054462
0.075187005,0.49393818
0.4934502,0.7030437
0.19318318,0.35348716
0.47034445,0.4155727
1.2714732,0.59241253
0.21205035,0.08565521
0.107964754,0.4059913
0.40272027,0.77147055
0.5183143,0.22311723
0.02068898,0.11069748
0.040961325,0.20306404
0.47543633,1.1220729
0.5920348,1.329042
0.7405175,0.21957886
0.01891603,0.58933127
1.2996156,0.21090597
0.28079638,0.3813543
0.13208461,0.027701316
0.15878564,0.019305043
0.12638558,0.22650206
0.29900226,0.06939692
0.108544074,1.3363106
0.22919372,0.2547006
0.38990188,0.93401915
0.6299018,1.9738123
0.13856412,1.1804788
0.18809935,0.1457342
0.22039199,1.603579
0.6950015,0.556252
0.09673841,0.063038446
0.06574027,0.004710844
0.6704277,0.18087113
0.02844658,0.06590835
0.009971338,0.040574912
0.31277335,0.5422093
0.2345432,0.070575155
0.04599963,0.46757048
0.07402859,0.48290172
0.024804438,0.3267604
0.37216672,0.61300504
1.5046252,0.28114697
1.3048013,0.3616668
0.2992411,0.87536097
0.28594932,0.2609407
0.15112314,0.21824518
0.03412983,1.9091607
0.53165776,0.1508709
0.4328785,1.3212547
0.012608553,0.07185597
0.106838964,2.747274
0.7237599,0.6022783
0.22123256,0.5615295
0.5150475,0.72603714
0.04623706,0.10160094
0.171844,0.17311251
0.5200176,0.4447227
0.0027331582,0.9351271
0.3051514,0.038078044
0.09457736,0.8129005
0.95391953,0.63456464
0.00080017303,0.18698281
0.2562015,0.063766375
0.020446282,0.029935155
1.9554911,0.92714316
0.014807952,0.48142585
0.3725124,0.05636445
0.41254616,0.43739066
0.66859996,0.30331272
0.8925223,1.1687195
0.14546563,0.6835754
0.29380685,0.22473222
0.28495905,0.23943168
0.9016965,0.32052356
0.016161006,0.04532114
0.64483285,0.35986033
0.16624972,0.31131935
0.02256211,0.27741894
0.12609874,0.34583345
0.20769274,0.30576
1.17325,0.5434663
1.4338884,0.2561309
0.28663978,0.13162518
0.7984393,0.7222471
0.10216946,0.07243513
0.9382014,0.023473052
0.012331603,0.04404407
0.32585153,0.27995142
0.29896224,0.6866956
0.29463416,1.1546113
0.4362223,0.84627163
0.036248744,0.1211163
0.4980104,0.15167516
0.6056405,0.85156584
0.43612295,0.26180077
0.030524384,1.1403607
0.31437132,0.41558293
0.36082068,0.016045356
1.1927112,0.038573604
0.8909189,0.009839664
1.1138828,0.19456822
0.07155089,0.08668683
0.017772192,0.08899786
0.48377186,0.3571223
0.28836936,0.5300668
0.21142408,0.54077417
0.6445464,0.296339
0.7241842,0.017799916
0.68775827,0.04279334
0.552972,0.5920618
0.07737998,0.69961685
0.4080459,0.08869431
0.26352897,0.5255482
0.20705958,0.22014841
0.08121009,0.4425484
0.009382901,1.0119655
1.9085714,0.5783651
0.17903188,2.0642006
0.09907802,0.71542704
0.84876615,0.30996025
0.40788776,0.7419543
0.22160956,0.16267948
2.0412085,0.28820843
0.04510084,1.5298438
0.07300082,0.017276062
0.70068914,0.20861062
0.0038092881,0.9277346
1.0173415,0.082491755
2.0334797,0.29504502
0.17628574,1.0029575
1.2551599,0.39604628
0.24314576,0.12732725
0.18759966,0.57535917
1.582295,0.23678988
5.4795556,0.0043520415
0.13258307,0.0076177195
0.26435208,2.552405
0.87569785,1.1385505
0.17728424,0.112815455
1.2566719,0.16019045
0.2273787,0.15069842
0.041358534,0.4215294
0.19579041,0.046992667
0.032912176,0.1640826
0.0046960064,0.28563246
0.96981627,0.7405705
0.24484697,0.6269762
0.10776907,0.77728754
0.26517376,0.37702233
0.73849034,0.22547418
0.623229,0.21724609
0.25922498,0.30756593
0.3586751,0.8646848
0.4504711,0.46643013
0.01437502,0.28940025
0.27696282,0.40792137
0.09059547,1.141797
0.2757265,1.6800102
0.47681028,0.32685772
0.5879765,1.5823969
0.045119334,0.03408861
0.07993818,0.3479783
0.67747176,0.29819903
0.20033571,0.023792883
0.02607757,0.25592712
0.19338925,0.1302502
0.41897345,2.686085
0.07563716,0.12684055
0.4037022,0.090923294
0.032105226,0.2726529
0.49982852,0.25116387
0.15642844,0.025946088
0.06006992,0.3862004
0.04989756,0.07089519
0.788319,0.28885204
0.5647153,0.0727431
0.41328043,1.6162658
0.1351601,2.246124
0.5261266,0.3597812
0.052337818,0.018900942
0.13205995,0.06250621
0.20365837,0.494221
0.073629625,0.31801265
0.1519088,0.038261082
0.6867051,0.39329892
1.2711146,0.45943767
1.2161696,0.14292246
0.12619422,0.34092608
0.46415362,0.20038083
0.1452444,0.34779853
0.6021577,0.11389095
0.13146205,0.85834605
0.19148996,0.17473663
0.011046485,0.7703724
1.0587033,0.38155508
0.58999014,0.34292412
0.26537907,0.33886498
1.1756254,0.2793302
1.2232095,0.44679877
0.1379795,0.22004598
0.428037,0.13878196
0.1554318,0.1311308
0.71068436,0.30696023
0.5108828,0.26006487
1.3078715,0.23651075
0.0027256298,0.33709422
0.5416854,0.49844342
0.36906037,0.83094275
0.71128076,0.7685118
0.6762914,0.10891864
2.5096962,0.19470413
0.3274755,0.013044555
0.40969467,0.33348572
0.108862355,0.19239318
0.06827936,0.6793814
0.60327387,0.04173319
0.22719115,0.38804463
0.15909238,0.08960194
0.15909007,0.11851825
2.4521737,0.37153876
0.19378485,0.7298778
0.2096752,0.45119494
0.99903864,0.20812462
0.32955658,0.07892276
0.27881852,0.2946094
0.034279358,0.21017587
0.17433693,0.035599943
0.4006074,0.41330943
0.020953545,0.082638584
0.69597626,0.2864525
2.1551445,0.15300328
0.39530292,1.0996319
0.68723416,0.96936375
0.3386071,0.14403372
0.56484526,0.33789253
0.689972,0.008348565
1.149513,0.036753602
0.18117946,1.2027757
0.71986306,0.04632702
0.24410067,0.2857847
0.6551856,0.1571518
0.13664621,0.27449167
0.116769105,0.5579378
0.030961774,0.35082778
0.04198495,0.040981438
0.34612712,0.66862357
0.44087327,0.10884875
0.0021776196,0.18787822
0.12025839,0.23035693
0.7739253,0.11566805
0.1250264,0.14104316
0.9514054,0.7946998
0.5184419,0.83606225
0.26684248,0.4388107
0.32155374,0.012535915
1.0406532,0.023188217
1.3305156,1.5972737
0.17453068,1.1813829
0.2349242,0.44993573
0.27415922,0.4848525
0.10166181,0.16927375
0.6477633,0.10516723
0.22800523,0.83592623
0.7086758,0.50900656
0.44935808,0.622015
0.79338604,0.1453
0.57283354,0.066271305
0.2082344,0.21541172
0.25201666,0.1285471
1.3168083,0.24435623
0.73802614,0.12914124
0.06495263,0.25856474
0.31624857,0.5917854
0.16097814,0.4183768
0.7405151,0.13485476
0.42096627,0.095621765
0.18266407,0.38375464
0.84407216,0.6675324
0.43465352,0.60906726
0.5934049,0.90272135
0.25109422,0.6209591
0.08809869,0.45624328
0.018245347,0.005056743
1.0659043,0.1392927
0.053793807,0.24355114
0.6522831,0.044814724
0.120414294,0.26893175
0.3823058,0.007203578
0.2828031,0.012544921
0.21569148,1.0367559
0.93052304,0.15736414
0.10022141,0.10166096
0.01741963,0.059560508
0.26922822,0.017162243
0.68229574,0.14753418
0.06497905,0.27512893
0.25396988,0.40766302
0.028934171,0.29687992
0.2040897,0.040918205
0.4104961,0.9613206
0.4430452,0.8980243
0.00030260882,0.34958977
0.1525345,0.5413598
0.4334017,0.08115436
0.35967052,0.1689602
0.15066662,0.2484577
0.7615606,0.030295474
0.12551068,0.47239777
1.3781325,0.11553286
0.13550518,0.17368482
0.061661292,0.110094234
0.37372282,0.23888613
0.16923438,0.17546108
0.09769441,1.2700803
0.79654384,0.07780895
0.04865539,0.23998845
0.47660834,0.4803258
0.17281109,0.20071664
0.312659,0.70193815
0.043398205,0.840549
0.47118944,1.0305681
0.117981054,0.07490267
0.1368286,0.8935009
0.7647779,0.33216256
0.3101963,0.0434531
0.6968719,0.6456969
0.069108516,0.61361724
1.948962,0.64751977
0.036990736,0.053523634
1.4168925,0.86670446
0.1791822,0.29066378
0.06318315,0.24639231
0.06110001,1.4206382
0.28538615,0.07815072
0.59591603,0.47510493
0.5863732,0.43843383
0.4862914,0.00009382088
0.17597869,0.296981
